y, z, Average_Vx, Average_Vy, Average_Vz, AtomCount
4.48545 4.4988 0.00035089 0.000226455 -0.000467374 10.0351
5.48221 4.4988 -0.000126759 0.00241392 0.00104469 6.02108
6.47898 4.4988 0.000976058 -0.000782113 -0.000559138 9.03161
7.47575 4.4988 -0.000928341 0.000505037 0.000202462 17.5615
8.47251 4.4988 -0.000852332 -0.000566728 0.000172563 23.5825
9.46928 4.4988 -0.00124232 0.000216975 -0.00101511 9.53337
10.466 4.4988 0.000718066 -0.000590752 -0.000241744 18.565
11.4628 4.4988 0.000168607 -0.000991265 -2.26997e-05 18.565
12.4596 4.4988 -0.000976772 0.000524127 0.00116333 5.01756
13.4563 4.4988 0.000586501 0.0014203 0.000489195 9.53337
14.4531 4.4988 0.00100085 -0.000262774 -0.00128033 4.01405
15.4499 4.4988 -0.000481588 -0.000255139 0.000865039 9.53337
16.4466 4.4988 -0.000168142 0.000105444 -8.44693e-05 25.0878
17.4434 4.4988 -0.000460606 0.000238553 -0.000170825 14.0492
18.4402 4.4988 0.000112035 0.000203524 -0.00136049 13.0457
19.4369 4.4988 0.000318781 0.000917756 0.000128645 19.5685
20.4337 4.4988 -0.000160473 -0.00128591 5.82059e-05 7.52634
21.4305 4.4988 -0.000411214 -0.00231332 -0.00148501 5.01756
22.4272 4.4988 -0.00020326 0.000774372 0.000268731 10.0351
23.424 4.4988 5.50939e-05 0.00102488 0.000490554 11.5404
24.4208 4.4988 -0.000242622 -2.81287e-05 0.000298639 17.5615
25.4175 4.4988 0.000879825 6.08378e-05 0.000168628 14.5509
26.4143 4.4988 -0.000578311 4.15912e-05 -0.00104237 13.5474
27.4111 4.4988 0.000230761 -0.00035998 -0.000409402 21.5755
28.4078 4.4988 -0.00106816 0.000884633 -0.0001555 11.0386
29.4046 4.4988 -0.000591985 3.61537e-05 0.000395857 7.52634
30.4014 4.4988 -0.000587634 5.86185e-05 0.000845334 8.52986
31.3981 4.4988 -0.00165068 0.000235577 -0.000217054 11.0386
32.3949 4.4988 -0.000425386 0.000421815 -6.36473e-05 12.5439
33.3917 4.4988 0.000291412 0.000166175 0.000125425 16.558
34.3884 4.4988 0.000328924 0.00106024 -0.000381082 15.5544
35.3852 4.4988 -0.000323558 0.000497313 2.66432e-05 23.0808
36.382 4.4988 -9.83952e-05 -0.000526669 0.00017203 12.0422
37.3787 4.4988 0.000674166 -0.000112775 0.00133941 8.0281
38.3755 4.4988 0.000439338 0.00017241 -0.00245413 6.52283
39.3723 4.4988 8.04114e-05 0.000141234 -0.001231 9.03161
40.369 4.4988 -8.40859e-05 0.000786425 0.000692066 7.52634
41.3658 4.4988 -0.000355673 -0.000110955 0.000416576 17.0597
42.3626 4.4988 -0.000252221 0.00118814 9.81424e-05 14.0492
43.3593 4.4988 -0.00138497 0.00103976 -0.000744889 10.0351
44.3561 4.4988 -0.000503178 0.000131154 -3.75088e-05 16.558
45.3529 4.4988 -0.000554059 0.000847639 0.000146017 14.0492
46.3496 4.4988 -0.000375393 -0.00102977 0.00125674 6.52283
47.3464 4.4988 -0.00113506 7.43579e-05 0.00128901 11.0386
48.3432 4.4988 -0.00118256 0.000858688 0.000434556 10.5369
49.3399 4.4988 0.000950903 0.000841848 -0.000473742 17.5615
50.3367 4.4988 -0.000563511 0.000464008 -0.000193738 11.0386
51.3335 4.4988 0.00061896 0.000911779 0.000851514 8.0281
52.3302 4.4988 -0.000743535 -0.000387344 0.000331158 23.5825
53.327 4.4988 -0.000344228 -0.000967231 -0.000700246 13.0457
54.3238 4.4988 -0.00197123 -4.49119e-05 0.000202269 5.01756
55.3205 4.4988 0.000264235 -3.10999e-06 -0.000477757 10.5369
56.3173 4.4988 -0.00020193 -0.000392074 -0.00103744 6.02108
57.3141 4.4988 5.61497e-05 -0.000326796 0.000209262 18.565
58.3108 4.4988 -6.91154e-05 -8.38371e-05 -0.000783891 18.565
59.3076 4.4988 -0.000515446 0.000631792 1.65332e-05 11.0386
60.3044 4.4988 0.000510842 -0.000761222 -0.000450425 18.565
61.3011 4.4988 -0.000469285 0.000161902 -0.000299962 16.558
